Văn bản,tình trạng,loại bản ghi,Sơ cứu tại nhà (dành cho mèo),Giống loài,Sơ cứu tại nhà,,,,,,,,,,
Kê đơn bột tylosin cho trường hợp nghi ngờ bị tiêu chảy do kháng sinh.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Tai thú cưng có màu đỏ và có mùi ẩm mốc.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Báo cáo sinh thiết xác nhận khối u tế bào mast; chuyển đến để phẫu thuật cắt bỏ.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chuột lang bị sưng chân (bumblefoot).,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
"Tụ máu tai lớn, dao động trên bề mặt lõm của vành tai phải. Khuyến cáo phẫu thuật để điều trị.",Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Bụng con chồn sương của tôi có những đốm đỏ, kích ứng.",Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Nhiều lần cạo da sâu cho kết quả dương tính với ghẻ Demodex injai (dạng trưởng thành và chưa trưởng thành).,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Ve bám vào lông; loại bỏ và điều trị.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Thỏ nhà tôi có vảy trắng ở tai.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
Có vết bẩn do bọ chét trên lông chải; xác nhận nhiễm Ctenocephalides felis.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Nồng độ axit mật trước và sau bữa ăn tăng cao đáng kể; phù hợp với PSS hoặc rối loạn chức năng gan nghiêm trọng.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
"Xử lý nhiễm Cheyletiella bằng dung dịch nhúng lưu huỳnh vôi, fipronil hoặc selamectin. Xử lý môi trường.",Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chó bị nôn mửa và tiêu chảy từng đợt.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
"Tiêu chảy ở ruột già đặc trưng bởi tần suất đi ngoài tăng dần, buồn nôn, có chất nhầy và đi ngoài ra máu.",Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Kiểm tra răng miệng kỹ lưỡng để loại trừ tình trạng răng miệng gây đau tai.,Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Khám tai phát hiện thấy có mạt Otodectes cynotis ở cả hai bên; có các mảnh vụn sẫm màu đặc trưng.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Bộ lông thỏ bị rối và có vẻ ngứa ở bên dưới.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
Men gan tăng cao; xem xét tình trạng gan nguyên phát hoặc phản ứng thứ phát.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Đã lên lịch xét nghiệm dị ứng nội bì.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Tai chó của tôi có mùi nấm men và da bên trong trông dày lên.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
Chó ít hoạt động và ngủ nhiều hơn bình thường.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Chó bắt đầu khập khiễng ở chân trước bên trái sau khi chơi.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Chuột lang nhà tôi có những vết thương đóng vảy gần miệng.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
Vùng hậu môn của chó tôi bị đỏ và ngứa; nó thường trườn trên thảm.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
Kiểm tra phân lại sau 2-4 tuần để đảm bảo loại bỏ ký sinh trùng.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Màng nhĩ có vẻ bị vỡ khi khám tai. Tránh sử dụng các chất tẩy rửa/thuốc có khả năng gây độc cho tai.,Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Xem lại tiền sử bệnh nhân để biết các phương pháp điều trị tai trước đây và phản ứng của họ.,Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Tôi nhìn thấy những con giun sống đang ngọ nguậy trong phân tươi của chú chó con của tôi.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Phim chụp X-quang cho thấy tràn dịch khớp gối hai bên.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Tế bào acantholytic được xác định trên tế bào học; rất nghi ngờ là bệnh Pemphigus foliaceus.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Khớp của chó tôi phát ra tiếng kêu lách cách hoặc lục cục.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Con chồn sương đang gặp khó khăn khi leo lên dốc trong lồng của nó.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chó của tôi tỏ ra đói nhưng lại ngửi thức ăn rồi bỏ đi.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
Đảm bảo kê đơn thuốc với lượng thuốc phù hợp.,Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chó rặn trong sân nhưng chỉ thải ra những mẩu phân lỏng nhỏ.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
Chuột lang có thể nhìn thấy rận bò trên thân lông.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
"Chó mất cảm giác thèm ăn và có vẻ buồn nôn (liếm môi, chảy nước dãi).",Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Chó,Ngừng cho ăn trong 12 giờ; cung cấp lượng nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng vẫn tiếp diễn.,,,,,,,,,,
Thuốc kháng sinh toàn thân được chỉ định cho viêm tai giữa/viêm tai trong hoặc viêm tai ngoài nặng.,Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Chọc hút dịch khớp ở đầu gối sưng; xét nghiệm tế bào cho thấy tình trạng viêm mủ nhiễm trùng (bạch cầu trung tính cao, vi khuẩn nội bào).",Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Phát ban dạng sẩn ở mông; thử nghiệm thuốc kháng histamine.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Thỏ của tôi bị sưng to dưới hàm.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
"Khuôn mặt của mèo trông xệ xuống một bên, bắt đầu từ vấn đề về tai.",Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Con chồn sương của tôi bị ngứa, đặc biệt là quanh cổ và vai.",Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Thỏ lắc đầu và gãi tai.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
"Kiểm tra các tình trạng nội tiết đồng thời (bệnh Cushing, bệnh tiểu đường).",Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Xem xét các loại thuốc hiện tại để tìm tác dụng phụ tiềm ẩn ở đường tiêu hóa (ví dụ: NSAID, steroid, một số loại kháng sinh).",Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Chó con của tôi có vẻ cứng đờ khi thức dậy.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Nghi ngờ nhiễm độc ruột do Clostridium perfringens; kiểm tra nồng độ độc tố trong phân.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
